Index,Count
1,27.83715842
2,32.2811261199
3,23.9845698835
4,34.3111862355
5,36.171037581
6,45.9961464355
7,57.1987145874
8,59.5325738697
9,23.946621957
10,22.7780980203
11,27.3903839371
12,43.4601680543
13,30.597650091
14,42.6760351257
15,61.9942196532
16,77.799227538
17,110.423638305
18,38.8697008889
19,45.0407144566
20,22.9845245808
21,34.9052807748
22,26.2257750033
23,28.889542517
24,38.7998592136
25,58.4964675658
26,80.5946029962
27,116.797792809
28,44.6384394434
29,44.5799523019
30,26.8097844842
31,32.8894424367
32,24.7000534757
33,31.1389622933
34,43.3018625677
35,73.1370520368
36,66.9820166988
37,99.5994850034
38,106.579209683
39,40.5341490738
40,28.324642808
41,12.2907493655
42,64.2054897164
43,81.0194330737
44,9.52883399325
45,20.7838661358
46,46.8919338554
47,36.425506243
48,61.997430957
49,95.3863831138
50,133.988252047
51,35.6692213504
52,45.4291451312
53,11.2310323044
54,33.2102107533
55,14.9801007887
56,9.37433315817
57,6.74835394251
58,14.6470983289
59,17.5060528751
60,35.8413695494
61,58.9961464355
62,72.1979437094
63,76.2915628337
64,47.1535947712
65,35.5849673203
66,28.783268394
67,40.5870562736
68,13.0878806996
69,32.2389150071
70,24.7175056286
71,16.2950081075
72,14.7481933515
73,23.177458934
74,19.9287930106
75,16.6274104074
76,24.0019267823
77,24.9987149834
78,28.6870772517
79,13.9691876751
80,11.9859943978
81,15.0758314939
82,15.7849250821
83,4.37031214555
84,4.95273264402
85,9.51070017608
86,29.3821712877
87,12.5654956123
88,15.5005620684
89,17.7853927822
90,7.95336138884
91,7.70907811033
92,8.49903660886
93,10.7997429967
94,11.3858926695
95,9.32306255836
96,8.66199813259
97,4.84354572397
98,10.4531783024
99,3.77744658484
100,4.47636632201
101,6.01400560224
102,13.223907351
103,1.18456102614
104,2.49975911354
105,7.97961962249
106,5.26406155399
107,5.70937200665
108,8.0
109,7.00064226076
110,6.0
111,8.13883161512
112,1.32306255836
113,0.661998132586
114,3.43231043138
115,6.52163371419
116,6.12424121608
117,2.77802163348
118,3.90546528804
119,6.67600373483
120,6.26152350242
121,1.26915516938
122,0.249879556769
123,4.41076648382
124,3.02278398872
125,2.20866639406
126,2.50032113038
127,3.49903660886
128,5.0
129,3.39587628866
130,3.33846872082
131,3.66900093371
132,1.95027700756
133,6.28890915847
134,3.79857920566
135,29.6561935175
136,67.5012846865
137,27.7700362344
138,13.4309911669
139,16.0343082664
140,41.8676231069
141,63.3951218208
142,99.5
143,25.582733939
144,30.6434863236
145,6.83293431597
146,16.8835511397
147,37.968409814
148,56.39923097
149,114.0
150,40.1319829622
151,22.7126712329
152,10.3336188437
153,26.9860917942
154,5.37891657212
155,6.33361884368
156,10.8715596725
157,27.2675667242
158,41.5994873133
159,77.5
160,32.0924095484
161,17.2219178082
162,5.33319057816
163,21.3824193379
164,14.1008795417
165,12.3286972647
166,20.0769437451
167,18.6665952891
168,27.0454054619
169,47.9686570878
170,62.2691226277
171,114.0
172,33.5448060796
173,13.0
174,11.6672376874
175,39.6106730341
176,27.3144725453
177,23.3286972647
178,11.5350163411
179,13.0002141328
180,24.6469825335
181,49.3325286978
182,73.0029978587
183,123.013813042
184,166.0
185,50.6142620296
186,15.6571917808
187,6.33361884368
188,30.3862707089
189,26.3482430071
190,35.9721835883
191,9.28314555801
192,9.99957173448
193,12.8655185786
194,38.6126503493
195,60.0021413276
196,117.016704144
197,169.0
198,49.3886639787
199,23.8051369863
200,6.66680942184
201,41.1911620436
202,22.6266857321
203,39.6365322207
