Index,Count
1,32.9463681589
2,45.2092890188
3,28.8769856443
4,39.7409861617
5,53.1208719337
6,28.2347933181
7,57.7668691504
8,93.0747274191
9,32.6394355006
10,26.3063959775
11,25.8690737731
12,49.6609791743
13,23.9397605872
14,60.81471535
15,42.7150943855
16,75.5417093804
17,169.249186785
18,55.6526328969
19,45.1388197911
20,20.9521216905
21,42.5123444762
22,18.5859993479
23,26.423005602
24,59.154802649
25,41.7993462861
26,79.2750670611
27,177.202666225
28,74.8093355066
29,51.1919074979
30,26.226032875
31,37.4039504021
32,11.8922948728
33,23.2300438664
34,32.340089391
35,89.7560954775
36,40.9964661176
37,100.55155409
38,161.559757546
39,60.2112443811
40,34.8142910351
41,11.8514878094
42,54.7017767705
43,48.6088732645
44,9.16631054542
45,13.3859816357
46,31.1921650988
47,64.6887076433
48,46.3205418805
49,96.67198286
50,194.041006214
51,58.0259225969
52,51.3294310811
53,11.5336472711
54,42.2809814342
55,9.16085961523
56,7.15072601583
57,3.95847426998
58,12.156985407
59,19.790696665
60,55.7296235183
61,41.5052090491
62,72.3301793688
63,117.246602825
64,37.2334719087
65,55.2037603944
66,48.5934613856
67,50.4364594703
68,13.4976323091
69,36.1696296391
70,16.511273707
71,16.1119546618
72,9.25433070231
73,20.4834035976
74,24.1654751561
75,20.5465733496
76,15.8997225236
77,25.0704955728
78,47.9739321611
79,10.9048337054
80,17.4019384823
81,24.9607573811
82,15.7910194191
83,4.34423549987
84,4.35112454903
85,10.5255756504
86,18.2091794676
87,11.7439613636
88,12.3832545019
89,14.1674846026
90,11.9546471958
91,11.5135506617
92,7.23101799313
93,11.6094604374
94,20.5492375036
95,8.6330692526
96,10.9436675024
97,6.2158256394
98,11.0349012284
99,4.22963411341
100,4.32127248747
101,9.16756920151
102,9.05631155145
103,0.676615612246
104,2.56682090507
105,3.97542405734
106,5.92324409408
107,6.49935365167
108,5.63916996339
109,7.13263538227
110,7.64621487487
111,16.0544080049
112,2.24931673115
113,3.24693446471
114,5.85182658122
115,9.36651344078
116,7.26005176001
117,3.11919170105
118,3.18273351685
119,9.58999002962
120,4.39479562152
121,1.77920495577
122,0.488934423581
123,1.19122563486
124,2.99205467309
125,2.40812563194
126,2.81026280574
127,4.36487684599
128,5.24825090031
129,11.9057895369
130,4.74067663497
131,5.78158299373
132,2.08970783057
133,10.1288560744
134,4.36102472725
135,44.149616822
136,59.9677269048
137,34.9499743684
138,12.352407761
139,12.6626451987
140,69.8774298109
141,75.3206320769
142,91.3628531765
143,39.7296953717
144,30.0299353167
145,7.1931795216
146,10.6154654159
147,56.7436841539
148,63.7017422757
149,88.2732681642
150,47.04815666
151,18.6984495558
152,22.9873602398
153,27.2192664458
154,4.1462172621
155,6.70080992747
156,8.11530412857
157,42.3007109573
158,47.657595243
159,61.5055865407
160,44.733378613
161,16.4039199659
162,19.4550927486
163,23.3482038901
164,13.2661101206
165,13.9156804265
166,14.3610107015
167,16.7027198569
168,16.6698333749
169,71.4815074381
170,73.9033508157
171,92.1792220831
172,40.4887177455
173,11.2367634138
174,15.1621460666
175,46.6950230766
176,23.5784562157
177,22.9956401207
178,8.5459555951
179,12.6036843097
180,15.4117698631
181,77.2366183831
182,99.4985746919
183,101.397999135
184,122.307680743
185,48.9750136035
186,14.281789098
187,17.631957984
188,33.8456354225
189,24.2844535693
190,36.4574621261
191,6.52921093561
192,9.02620431953
193,9.35350599483
194,63.980714695
195,90.3197059495
196,95.6140475514
197,117.600224626
198,51.4548862962
199,18.9682050969
200,24.8893080627
201,47.3010713182
202,27.4646281071
203,39.5061604614
204,54.7049646033
205,6.32066450799
206,9.87249315616
207,9.85558619115
208,52.7351485591
209,69.8378147607
210,70.1755381403
211,86.7647911532
212,25.320305608
213,13.0062044291
214,91.6759336198
215,33.9668148662
216,37.2002999722
217,2.60943976665
218,40.2878740602
219,16.8601136421
220,11.7585481771
221,14.9532197626
222,21.2093251822
223,2.25063269953
224,3.76222295893
225,5.13282956709
226,20.4269304336
227,23.8178997492
228,25.4052286947
229,29.907392145
230,24.1958675375
231,13.2323535993
232,37.2153483441
233,10.8717038928
234,13.9976778044
235,3.14484441054
236,10.7162844825
237,4.61165843429
238,1.23883664525
239,11.391955562
240,12.7586069894
241,2.26801299175
242,1.67830924379
243,1.04624942461
244,1.39499052263
245,6.86688120165
246,14.6541464053
247,19.9309349635
248,26.2371707563
249,9.03264885075
250,5.982396281
251,3.71627852011
252,8.61866728709
253,8.73042914683
254,11.7895621524
255,1.98126235681
256,3.80377345318
257,3.03989754544
258,5.31073174137
259,8.93560365623
260,6.9961635117
261,2.15874447762
262,2.9031588354
263,2.57494749483
264,2.29537137858
265,6.64974003897
266,15.5369043304
267,20.8758957834
268,25.2806038426
269,11.1495279871
270,9.91160778668
271,4.64986335321
272,8.37889652756
273,5.99051359131
274,9.80250054083
275,1.93288695902
276,5.350128514
277,2.66704103899
278,25.2539671976
279,26.9317837888
280,26.2019674186
281,7.25978671605
282,2.63185640642
283,2.8582089461
284,5.0853686541
285,6.76172361927
286,10.880913103
287,13.7670113035
288,16.2587821512
289,5.93212499373
290,3.87606823512
291,12.2950583305
292,-1.75219453419
293,26.3998511775
294,34.8040739183
295,1.41654989143
296,18.46623501
297,7.05996050793
298,1.40513456437
299,1.88718321161
300,2.13335198215
301,1.38878155048
302,5.34612431265
303,6.8537934608
304,5.68686763243
305,1.74494380789
306,5.29304562161
307,5.35768173268
308,11.7249403325
309,18.044249677
310,1.40971718013
311,2.51300243802
312,3.32468697492
313,13.7880098062
314,15.942328877
315,26.2275124841
316,13.8575997364
317,8.80253258909
318,4.59393069779
319,4.371839413
320,5.76571846485
321,6.50762525649
322,5.63690611287
323,5.21722639613
324,10.5505535173
325,3.36795659711
326,11.7989588833
327,3.32351255491
328,6.57044226824
329,4.79937225219
330,2.42642959391
331,5.1857947233
332,6.6968064544
333,7.54244484926
334,6.1446072237
335,7.54383590381
336,12.4265974809
337,3.74779884306
338,11.1065476353
339,4.90121064791
340,2.91050372839
341,1.96508596337
342,4.90700520278
343,4.72096978311
344,8.7045767372
345,11.8221254376
346,6.55415872214
347,11.1241067597
348,12.5525946254
349,6.50507134368
350,11.7978417958
351,4.68917087227
352,0.564783810706
353,1.20099312462
354,1.47637167059
355,2.29985905934
356,2.35776821537
357,2.44333542041
358,3.36287899593
359,2.52459264924
360,3.80419257918
361,10.6594377921
362,6.94053002476
363,4.3482871098
364,1.69399239677
365,1.15090973612
366,1.43385388839
367,1.63145624876
368,7.01673677314
369,7.51746317222
370,6.13974311982
371,10.8169733542
372,10.654347941
373,8.91190160165
374,6.7878498553
375,8.48115103526
376,10.7362869617
377,4.24649517636
378,5.60931944779
379,2.49737642188
380,7.538742208
381,3.11155363055
382,1.52438413588
383,2.60999521727
384,5.14208816388
385,2.07296073706
386,2.34384391939
387,2.73380888704
388,6.260749781
389,10.0537659094
390,6.50372265242
391,9.87177901314
392,12.7309015095
393,5.99931233427
394,4.44947126733
395,1.70190539964
396,9.01889390244
397,3.75919435689
398,0.564081960821
399,1.74596922924
400,5.14317848718
401,0.806051073367
402,1.96426507576
403,1.62382695079
404,2.1301982117
405,3.43449196736
406,2.74596062871
407,3.78951986732
408,8.88350200788
409,2.37112247149
410,4.65266860992
411,1.63849754331
412,2.17217410905
413,1.58052147374
414,3.03223174525
415,5.75264965489
416,1.75709950544
417,1.57565009809
418,2.74998265443
419,8.39216895379
420,1.86109371576
421,2.14895675117
422,1.77842843848
423,7.36182575353
424,5.55007338288
425,12.5050253155
426,1.80972957623
427,3.35820320041
428,2.01218669867
429,6.20653133631
430,7.52757590622
431,7.88243134676
432,5.13809608333
433,8.92680762549
434,1.73964563331
435,1.33769866261
436,2.19220206933
437,1.92736848945
438,2.09851638523
439,0.700929399867
440,1.78915629777
441,2.01312482801
442,2.58482975681
443,9.13893529574
444,3.44325834851
445,18.694838034
446,5.74884640384
447,2.48837415557
448,2.28359801187
449,2.12773144999
450,2.96429661267
451,3.34970761893
452,5.08234612059
453,6.73918355504
454,8.04478613136
455,9.02951155047
456,12.6390448336
457,5.11487346399
458,3.56232422823
459,18.6795181758
460,7.9227808196
461,2.47232380469
462,0.104710850651
463,1.66402044427
464,1.13890816702
465,1.89010619045
466,2.14166676456
467,2.40543998081
468,2.34031142245
469,2.93309137525
470,4.06052390376
471,3.3078261124
472,2.58323530448
473,1.47392836472
474,2.23700015545
475,6.54230593761
476,1.70142798416
477,5.49529938935
478,3.08511483008
479,6.63757399606
480,6.22088889953
481,3.57592224567
482,7.81682644894
483,6.92731665065
484,9.53186966657
485,6.04180379326
486,6.14727715295
487,7.21807778973
488,11.3026368041
489,3.31822353198
490,9.98882898236
491,1.75738159075
492,3.21604886416
